idParroquiaSalud;idParroquias;idSalud;Parr_ubi
1910;;24;Valencia
1911;855;113;Chibunga
1912;;91;Isidro Ayora
1913;184;113;Alausí
1914;182;55;Veloz
1915;182;116;Veloz
1916;187;113;Guamote
1917;186;113;Chunchi
1918;186;110;Chunchi
1919;147;116;Latacunga
1920;144;110;El Corazón
1921;166;110;Zumbahua
1922;;116;Pishilata
1923;911;116;Ambato
1924;329;110;José Luis Tamayo (Muey)
1925;255;2;Portoviejo
1926;;110;La Libertad
1927;;110;Colonche
1928;;110;Manglaralto
1929;59;110;San Miguel
1930;325;110;Guayaquil
1931;255;110;Portoviejo
1932;;110;Pedernales
1933;;110;San Jacinto del Bua
1934;;110;Santo Domingo de los Colorados
1935;497;110;Babahoyo
1936;;8;Puerto Baquerizo Moreno
1937;;59;Quito Distrito Metropolitano
1938;;14;Quito Distrito Metropolitano
1939;;20;Yaruquí
1940;;5;Puerto Quito
1941;;53;Quito Distrito Metropolitano
1942;;110;Puerto Quito
1943;;110;Machachi
1944;;14;El Quinche
1945;;5;Quito Distrito Metropolitano
1946;;49;Pomasqui
1947;;59;Machachi
1948;;14;Tumbaco
1949;;59;Cumbayá
1950;;59;Puembo
1951;;59;Pifo
1952;115;20;San Gabriel
1953;115;59;San Gabriel
1954;277;38;Atacames
1955;275;59;Rosa Zárate (Quinindé)
1956;313;110;Malimpia
1957;;38;Otavalo
1958;;110;Otavalo
1959;;71;San Miguel de Ibarra, Cabecera Cantonal y Capital Provincial
1960;;110;Tena
1961;;113;San Juan de Muyuna
1962;;30;Tena
1963;624;110;Archidona
1964;628;8;Baeza
1965;;113;Puerto Francisco de Orellana (El Coca)
1966;;8;Shushufindi
1967;;8;Tarapoa
1968;;8;Nayón
1969;;8;Nanegalito
1970;;116;Quito Distrito Metropolitano
1971;142;110;Piartal
1972;114;8;El Ángel
1973;140;110;Chitán de Navarrete
1974;113;116;Tulcán
1975;385;8;Atuntaqui
1976;310;8;San Francisco
1977;;116;San Miguel de Ibarra, Cabecera Cantonal y Capital Provincial
1978;310;116;San Francisco
1979;307;110;Bolívar
1980;311;110;San José de Chamanga (Cab. en Chamanga)
1981;323;110;Chura (Chancama) (Cab. en El Yerbero)
1982;;116;Tena
1983;;113;Gualaquiza
1984;;113;General Leonidas Plaza Gutiérrez (Limón)
1985;;113;El Airo
1986;;110;Pumpuentsa
1987;;110;San Sebastión
1988;16;110;Tarqui
1989;892;20;Baños
1990;;30;Yanuncay
1991;47;110;Las Nieves (Chaya)
1992;185;110;Villa La Unión (Cajabamba)
1993;219;110;Cacha (Cab. en Machángara)
1994;188;110;Riobamba
1995;;113;Pinguilí
1996;;113;La Península
1997;;113;Matriz
1998;;38;La Merced
1999;58;110;Guaranda
2000;70;113;Caluma
2001;229;110;Santa Rosa
2002;;113;Presidente Urbina (Chagrapamba -Patzucul)
2003;;49;Huachi Chico
2004;;49;Pishilata
2005;;49;Matriz
2006;732;83;Atocha - Ficoa
2007;146;34;San Miguel
2008;;110;Puyo
2009;207;110;San Andrés
2010;;110;Rumipamba
2011;174;110;Saquisilí
2012;;38;Velasco
2013;921;110;Chantilín
2014;58;27;Guaranda
2015;58;49;Guaranda
2016;146;38;San Miguel
2017;;38;Pelileo
2018;922;38;Maldonado
2019;184;110;Alausí
2020;;53;Matriz
2021;676;38;Calderón
2022;;83;Quito Distrito Metropolitano
2023;669;40;Cayambe
2024;;113;Unión Milagreña
2025;;38;Eloy Alfaro (San Felipe)
2026;771;38;Celiano Monge
2027;58;21;Guaranda
2028;58;26;Guaranda
2029;147;53;Latacunga
2030;147;57;Latacunga
2031;188;62;Riobamba
2032;188;28;Riobamba
2033;203;110;Cumandá
2034;;114;Puyo
2035;;57;Puyo
2036;;112;Puyo
2037;;50;La Merced
2038;;111;Píllaro
2039;;114;La Merced
2040;;114;Pelileo
2041;1;101;Cuenca
2042;;113;Macará
2043;;38;San Jacinto de Buena Fé
2044;325;21;Guayaquil
2045;325;117;Guayaquil
2046;325;3;Guayaquil
2047;325;9;Guayaquil
2048;325;56;Guayaquil
2049;666;49;Alangasí
2050;;20;Nueva Loja
2051;;23;Pacayacu
2052;163;38;La Maná
2053;181;94;Lizarzaburu
2054;;38;San Bartolomé de Pinllog
2055;732;44;Atocha - Ficoa
2056;70;110;Caluma
2057;159;52;Alaques (Alaquez)
2058;;59;Pelileo
2059;;94;Izamba
2060;;113;San José de Raranga
2061;327;39;Velasco Ibarra (El Empalme)
2062;;38;Ventanas
2063;;38;Vinces
2064;;38;Mocache
2065;;38;El Carmen
2066;;38;Valencia
2067;;49;Quevedo
2068;;114;Colonche
2069;;82;Pedro Vicente Maldonado
2070;;113;Mariscal Sucre
2071;;113;Tonsupa
2072;771;80;Celiano Monge
2073;781;38;Baños de Agua Santa
2074;;39;Pedro Carbo
2075;;113;Sucre
2076;;38;Tumbaco
2077;669;38;Cayambe
2078;;30;Quito Distrito Metropolitano
2079;115;40;San Gabriel
2080;;113;Pano
2081;676;34;Calderón
2082;;113;El Edén
2083;;113;Tiputini
2084;;113;Pompeya
2085;;83;Huachi Chico
2086;;113;San Antonio de Bayushig
2087;;113;La Candelaria
2088;;62;Huachi Chico
2089;;113;Llacao
2090;227;38;Arenillas
2091;225;17;Machala
2092;497;92;Babahoyo
2093;;113;Sinsao
2094;933;113;Abañin
2095;163;42;La Maná
2096;;83;Licán
2097;1;80;Cuenca
2098;109;38;La Troncal
2099;;113;El Arenal
2100;6;49;Paute
2101;271;77;Esmeraldas
2102;;38;Puerto Limón
2103;;38;Conocoto
2104;;14;Machachi
2105;;14;Sangolquí
2106;287;26;Vuelta Larga
2107;188;38;Riobamba
2108;;113;Régulo de Mora
2109;68;110;San José del Tambo (Tambopamba)
2110;82;8;Azogues
2111;225;39;Machala
2112;225;80;Machala
2113;16;39;Tarqui
2114;;38;Puebloviejo
2115;22;38;San Juan
2116;;40;Quevedo
2117;14;38;Ricaurte
2118;;68;Palenque
2119;255;94;Portoviejo
2120;225;40;Machala
2121;;82;Cumbayá
2122;;80;Puerto Francisco de Orellana (El Coca)
2123;;8;Chontapunta
2124;;30;Puerto Francisco de Orellana (El Coca)
2125;938;110;Avila (Cab. en Huiruno)
2126;58;120;Guaranda
2127;;110;Picaigua
2128;;110;Santa Clara
2129;;56;Puyo
2130;225;9;Machala
2131;939;113;Carcabón
2132;270;8;La Victoria
2133;;3;Posorja
2134;;114;General Antonio Elizalde (Bucay)
2135;502;61;Chone
2136;;12;Manta
2137;;61;Jipijapa
2138;;110;Tomás de Berlanga (Santo Tomás)
2139;;91;Lomas de Sargentillo
2140;529;38;Bahía de Caraquez
2141;;40;Jipijapa
2142;1;116;Cuenca
2143;108;110;Juncal
2144;;110;San Carlos de Limón
2145;;113;El Ideal
2146;;110;Santiago de Pananza
2147;1;9;Cuenca
2148;434;113;Catamayo (La Toma)
2149;;113;El Retiro
2150;325;31;Guayaquil
2151;308;25;Daule
2152;503;114;Baba
2153;14;120;Ricaurte
2154;945;113;Arq. Sixto Durán Ballén
2155;945;8;Arq. Sixto Durán Ballén
2156;;116;Quevedo
2157;60;110;Chillanes
2158;;38;Samborondón
2159;;38;San Carlos
2160;;38;Montecristi
2161;;40;Pichincha
2162;225;55;Machala
2163;231;116;El Guabo
2164;325;11;Guayaquil
2165;;38;Puerto Francisco de Orellana (El Coca)
2166;;14;Tabacundo
2167;;30;Nueva Loja
2168;;113;San José de Guayusa
2169;;113;San Luis de Armenia
2170;;113;Nuevo Paraíso (Cab. en Unión Chimborazo)
2171;;113;La Belleza
2172;134;113;García Moreno
2173;;110;Tres de Noviembre
2174;;110;Lago San Pedro
2175;;110;Unión Milagreña
2176;;110;Puerto Murialdo
2177;;113;San José de Payamino
2178;109;66;La Troncal
2179;;87;Loja
2180;93;113;Biblián
2181;88;110;Javier Loyola (Chuquipata)
2182;434;56;Catamayo (La Toma)
2183;;110;Sumaypamba
2184;;110;Colaisaca
2185;;110;Zurmi
2186;;110;Nuevo Paraíso
2187;;110;Tundayme
2188;;110;Nuevo Quito
2189;;114;Jerusalén
2190;;110;Cochapamba
2191;;49;Puyo
2192;;38;Eloy Alfaro (Durán)
2193;;38;General Villamil (Playas)
2194;;66;Flavio Alfaro
2195;66;38;Salinas
2196;252;110;Paccha
2197;255;110;Portovelo
2198;;110;Morales
2199;958;110;Arcapamba
2200;;113;La Libertad
2201;325;34;Guayaquil
2202;;34;Eloy Alfaro (Durán)
2203;;120;Febres Cordero (Las Juntas) (Cab. en Mata de Cacao)
2204;22;59;San Juan
2205;;59;Palenque
2206;;59;Valencia
2207;255;114;Portoviejo
2208;;114;Manta
2209;;62;Manta
2210;385;38;Atuntaqui
2211;229;113;Santa Rosa
2212;;110;Enokanqui
2213;434;41;Catamayo (La Toma)
2214;;38;Macas
2215;1;44;Cuenca
2216;;113;Zhidmad
2217;;110;Gonzanamá
2218;;110;Zapotillo
2219;;116;Zamora
2220;75;52;Santiago
2221;608;110;Bomboiza
2222;;38;Juan Montalvo (San Sebastián)
2223;;113;Licán
2224;191;110;Flores
2225;197;110;Pungalá
2226;147;110;Latacunga
2227;145;110;Pujilí
2228;179;110;Guangaje
2229;;110;Palo Quemado
2230;175;110;Chugchillán
2231;328;38;San Jacinto de Yaguachi
2232;525;38;Calceta
2233;255;55;Portoviejo
2234;;55;Manglaralto
2235;325;50;Guayaquil
2236;;110;San José
2237;271;17;Esmeraldas
2238;287;17;Vuelta Larga
2239;;113;Timbire
2240;963;110;Alto Tambo (Cab. en Guadual)
2241;;24;Sangolquí
2242;;113;Nuevo Rocafuerte
2243;;110;Pompeya
2244;4;38;Santa Isabel (Chaguarurco)
2245;;38;Sucúa
2246;1;21;Cuenca
2247;;116;Macas
2248;;110;Cumandá (Cab. en Colonia Agrícola Sevilla del Oro)
2249;;38;Huachi Chico
2250;;50;Puyo
2251;;8;Puyo
2252;;110;Madre Tierra
2253;;110;Shell
2254;;110;Ulba
2255;225;94;Machala
2256;236;110;Buenavista
2257;228;110;Piñas
2258;;113;Juan Bautista Aguirre (Los Tintos)
2259;;8;Naranjal
2260;;110;Guare
2261;;90;La Libertad
2262;;110;El Paraíso
2263;;110;Montalvo
2264;;110;General Farfán
2265;;110;Pacayacu
2266;;110;Shushufindi
2267;;110;Limoncocha
2268;;113;Pañacocha
2269;;110;Santa Rosa de Sucumbíos
2270;;8;Puerto Francisco de Orellana (El Coca)
2271;;38;Saraguro
2272;;110;Garzareal
2273;;110;Yangana (Arsenio Castillo)
2274;4;116;Santa Isabel (Chaguarurco)
2275;;110;La Canela
2276;;110;Guayzimi
2277;81;110;Julio E. Moreno (Catanahuán Grande)
2278;223;110;Santiago de Quito (Cab. en San Antonio de Quito)
2279;333;38;Balzar
2280;;38;Naranjito
2281;;38;Virgen de Fátima
2282;;38;Junín
2283;;44;Quevedo
2284;267;110;Piedras
2285;263;110;Jambelí
2286;;110;Puná
2287;327;113;Velasco Ibarra (El Empalme)
2288;;113;Paján
2289;271;20;Esmeraldas
2290;;110;García Moreno (Llurimagua)
2291;669;6;Cayambe
2292;970;113;Alejandro Labaka
2293;427;38;Cariamanga
2294;;20;San Gerardo
2295;33;110;Pucará
2296;860;110;16 de Agosto
2297;;113;Luis Cordero Vega
2298;41;110;Chiquintad
2299;1;55;Cuenca
2300;1;36;Cuenca
2301;;113;El Cabo
2302;837;113;Chicán (Guillermo Ortega)
2303;836;113;Bulán(José Víctor Izquierdo)
2304;;113;Tomebamba
2305;;49;Cunchibamba
2306;228;38;Piñas
2307;278;38;Rocafuerte
2308;;79;Santa Elena
2309;;38;Pedernales
2310;255;13;Portoviejo
2311;238;110;Progreso
2312;525;111;Calceta
2313;271;90;Esmeraldas
2314;669;8;Cayambe
2315;315;38;La Unión
2316;;38;Tena
2317;;25;La Joya de los Sachas
2318;;8;Machachi
2319;;8;Sangolquí
2320;;101;Santo Domingo de los Colorados
2321;277;10;Atacames
2322;275;38;Rosa Zárate (Quinindé)
2323;;44;Quito Distrito Metropolitano
2324;275;77;Rosa Zárate (Quinindé)
2325;285;38;Tachina
2326;;40;Puerto Francisco de Orellana (El Coca)
2327;51;38;Sevilla de Oro
2328;;116;Loja
2329;;110;Loja
2330;82;116;Azogues
2331;83;30;Cañar
2332;;38;Puyo
2333;;38;Licán
2334;182;38;Veloz
2335;;62;Quero
2336;;8;Eloy Alfaro (San Felipe)
2337;266;38;Huaquillas
2338;226;40;Pasaje
2339;228;40;Piñas
2340;;66;Pichincha
2341;363;110;Chanduy
2342;;110;San José de Ancón
2343;497;30;Babahoyo
2344;503;113;Baba
2345;10;52;Sidcay
2346;3;116;Gualaceo
2347;434;111;Catamayo (La Toma)
2348;449;111;Celica
2349;;;Gualaquiza
2350;;110;El Limo (Mariana de Jesús)
2351;5;8;Sigsig
2352;228;20;Piñas
2353;241;110;Moromoro (Cab. en El Vado)
2354;;46;Loja
2355;429;111;Catacocha
2356;229;52;Santa Rosa
2357;225;116;Machala
2358;231;20;El Guabo
2359;;113; Zumba
2360;;113;Yantzaza (Yanzatza)
2361;6;113;Paute
2362;2;113;Girón
2363;4;113;Santa Isabel (Chaguarurco)
2364;429;113;Catacocha
2365;430;113;Alamor
2366;433;113;Amaluza
2367;;113;Vilcabamba  (Victoria)
2368;;113;Santiago de Méndez
2369;;4;Santo Domingo de los Colorados
2370;;114;Valle Hermoso
;225;37;Machala
